2,497,298,198
3,496,297,198
4,494,296,196
5,491,293,195
6,491,292,198
7,489,291,196
8,485,288,192
9,480,286,189
10,478,284,190
11,486,288,198
12,479,286,192
13,468,275,182
14,467,274,182
15,461,270,180
16,457,267,176
17,467,275,187
18,460,273,180
19,465,274,190
20,458,268,180
21,447,259,168
22,452,263,176
23,455,268,184
24,444,256,168
25,448,259,175
26,451,269,182
27,437,253,162
28,438,255,168
29,443,256,174
30,442,255,180
31,440,254,186
32,421,239,160
33,425,240,165
34,426,246,170
35,426,250,175
36,403,224,144
37,405,226,148
38,407,232,152
39,412,234,156
40,414,234,160
41,414,236,164
42,413,240,168
43,414,242,172
44,384,213,132
45,387,214,135
46,388,214,138
47,389,213,141
48,391,215,144
49,388,215,147
50,389,217,150
51,391,218,153
52,370,205,156
53,369,205,159
54,368,206,162
55,357,195,110
56,358,195,112
57,360,197,114
58,362,199,116
59,359,197,118
60,361,198,120
61,359,194,122
62,353,190,124
63,355,191,126
64,354,190,128
65,356,191,130
66,355,191,132
67,354,191,134
68,353,191,136
69,352,193,138
70,354,194,140
71,347,196,142
72,344,200,144
73,305,160,73
74,304,159,74
75,305,160,75
76,305,159,76
77,305,158,77
78,303,155,78
79,302,154,79
80,302,153,80
81,301,151,81
82,299,149,82
83,300,149,83
84,300,148,84
85,298,146,85
86,298,145,86
87,299,145,87
88,299,145,88
89,300,145,89
90,301,145,90
91,301,145,91
92,301,145,92
93,299,142,93
94,299,141,94
95,299,141,95
96,299,141,96
97,300,142,97
98,300,142,98
99,300,142,99
100,200,100,0
